original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Gross Revenue,Unnamed: 2
Logan,FALSE,,135000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",http://www.realbean.com/l/home.php,44010,tt1483010,en,"""Logan"" is a story about two teenage brothers, Tyler and Logan. Logan, the younger of the two, has got his mind set on a seemingly impossible project which turns out to be much harder than he could ever imagine. At the turn of an unexpected tragedy, the brothers' relationship is altered forever and Tyler is challenged to do whatever it takes to see his little brother's project succeed, even if that means risking it all.",0.588872,/aPkm7UOymBBjUpDuXsyH3g5yU8O.jpg,"[{'name': 'logan films', 'id': 16726}, {'name': 'Real Bean Entertainment', 'id': 16727}, {'name': 'Avilon Audio', 'id': 16728}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/10/2010,10474,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Beacon of Light in a World of Selfishness,Logan,FALSE,5.3,2,$560.00 ,
Logan,FALSE,"{'id': 453993, 'name': 'The Wolverine Collection', 'poster_path': '/8Ht4a5A5Ypxh0PjbVoRTzm1kAu3.jpg', 'backdrop_path': '/QtSxEuCwcZSfCTMZfER3nHDVsG.jpg'}",97000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/logan,263115,tt3315342,en,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",54.581997,/gGBu0hKw9BGddG8RkRAMX7B6NDB.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/28/2017,616801808,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,His time has come,Logan,FALSE,7.6,6310,$560.00 ,
Long Day's Journey Into Night,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,43004,tt0056196,en,"The film follows one day in the lives of the Tyrone family, each member is troubled and has been damaged by alcohol and/or drugs. In addition, they have issues with each other that lead to fights and an inability to reconcile completely with one another.",1.351823,/v9GquaDG8RJvDanFCIMX2udp543.jpg,"[{'name': 'Embassy Pictures', 'id': 44730}, {'name': 'First Company', 'id': 77598}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/9/1962,0,174,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,PRIDE...POWER...PASSION...PAIN!,Long Day's Journey Into Night,FALSE,6.2,13,$579.50 ,
Long Day's Journey Into Night,FALSE,,0,[],,237549,tt0093432,en,Adaptation of Eugene O'Neill's play.,1.046644,/iOk5yjJIUmu2FJGgANwHy9firYv.jpg,[],[],4/12/1987,0,170,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Long Day's Journey Into Night,FALSE,8,2,$579.50 ,
Loving,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,92269,tt0066017,en,"Brooks Wilson is in crisis. He is torn between his wife Selma and two daughters and his mistress Grace, and also between his career as a successful illustrator and his feeling that he might still produce something worthwhile.",0.689498,/9BnET7GWs0jEUs2nGBLuxupaDSY.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Brooks Ltd.', 'id': 53785}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/4/1970,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust was something she took for granted,Loving,FALSE,7.8,3,"$12,001.00 ",
Loving,FALSE,,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://focusfeatures.com/loving,339419,tt4669986,en,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",7.977391,/xzrVrrYvqX1pCim77GBx4Twns7i.jpg,"[{'name': 'Big Beach Films', 'id': 12808}, {'name': 'Raindog Films', 'id': 60263}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/4/2016,8996802,123,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All love is created equal,Loving,FALSE,6.5,275,"$12,001.00 ",
Mad Max: Fury Road,FALSE,"{'id': 8945, 'name': 'Mad Max Collection', 'poster_path': '/jZowUf4okNYuSlgj5iURE7CDMho.jpg', 'backdrop_path': '/zI0q2ENcQOLECbe0gAEGlncVh2j.jpg'}",150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.madmaxmovie.com/,76341,tt1392190,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",29.36178,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/13/2015,378858340,120,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What a Lovely Day.,Mad Max: Fury Road,FALSE,7.3,9629,$405.00 ,
Manchester by the Sea,FALSE,,9000000,"[{'id': 18, 'name': 'Drama'}]",http://manchesterbytheseathemovie.com/,334541,tt4034228,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",12.821257,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,"[{'name': 'Big Indie Pictures', 'id': 6831}, {'name': 'Amazon Studios', 'id': 20580}, {'name': 'Pearl Street Films', 'id': 29313}, {'name': 'CMP Entertainment', 'id': 38426}, {'name': 'K Period Media', 'id': 50498}, {'name': 'B Story', 'id': 50499}, {'name': 'The Affleck/Middleton Project', 'id': 72695}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/18/2016,75026965,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Manchester by the Sea,FALSE,7.5,1553,"$10,706.75 ",
Maximum Overdrive,FALSE,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,9980,tt0091499,en,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,/lgNXAQ1TlKEKzssbjcc5iEhs8mi.jpg,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/25/1986,7433663,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stephen King's masterpiece of terror directed by the master himself.,Maximum Overdrive,FALSE,5.5,170,$312.00 ,
Miss Sharon Jones!,FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,358924,tt4935480,en,Portrait of the singer and her year-long battle with cancer.,0.774858,/p6nYlz37tnQgcyYZbcyr8wsP5Mq.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/11/2015,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Miss Sharon Jones!,FALSE,8,3,$447.00 ,
Mississippi Masala,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,41791,tt0102456,en,"An Indian family is expelled from Uganda when Idi Amin takes power. They move to Mississippi and time passes. The Indian daughter falls in love with a black man, and the respective families have to come to terms with it.",5.659326,/4KPs5M9fdFvJ7ZzkX9RVbIcs0Fi.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Mirabai Films', 'id': 6235}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/18/1991,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mississippi Masala,FALSE,6.4,21,$0.00 ,
Monterey Pop,FALSE,"{'id': 185667, 'name': 'The Complete Monterey Pop Festival', 'poster_path': '/o03FNvDOE2iJWdLl3a6MYZEZ6rd.jpg', 'backdrop_path': '/4gC9E9mjsjaoZIY86W7cUbajUJU.jpg'}",0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,42632,tt0064689,en,"On a beautiful June weekend in 1967, at the height of the Summer of Love, the first and only Monterey International Pop Festival roared forward, capturing a decade’s spirit and ushering in a new era of rock and roll. Monterey would launch the careers of Jimi Hendrix, Janis Joplin, and Otis Redding, but they were just a few among a wildly diverse cast that included Simon and Garfunkel, the Mamas and the Papas, the Who, the Byrds, Hugh Masekela, and the extraordinary Ravi Shankar. With his characteristic vérité style, D. A. Pennebaker captured it all, immortalizing moments that have become legend: Pete Townshend destroying his guitar; Hendrix burning his.",8.003836,/atn7VcxC6XlkH9ssms7VpcU4ta4.jpg,"[{'name': 'The Foundation', 'id': 11492}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/26/1968,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Monterey Pop,FALSE,7.2,18,$744.00 ,
Monty Python and the Holy Grail,FALSE,,400000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",http://www.sonypictures.com/cthe/montypython/,762,tt0071853,en,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",10.43389,/jRx1nDUA4sb2NEKQaukXKBz6pCf.jpg,"[{'name': 'Python (Monty) Pictures Limited', 'id': 416}, {'name': 'Michael White Productions', 'id': 463}, {'name': 'National Film Trustee Company', 'id': 464}, {'name': 'Twickenham Film Studios', 'id': 465}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/13/1975,5028948,91,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,FALSE,7.8,1742,$679.50 ,
Moonlight,FALSE,,4000000,"[{'id': 18, 'name': 'Drama'}]",http://www.moonlight-movie.com,376867,tt4975722,en,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",14.171675,/qAwFbszz0kRyTuXmMeKQZCX3Q2O.jpg,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Upload Films', 'id': 6724}, {'name': 'A24', 'id': 41077}, {'name': 'Pastel', 'id': 54950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/21/2016,65046687,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This is the story of a lifetime,Moonlight,FALSE,7.3,1831,"$18,559.50 ",
Morris from America,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,352890,tt3652862,en,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,2.869366,/x0z4SHamnyV7QpFHMtEWa58FEE4.jpg,"[{'name': 'INDI Film GmbH', 'id': 41653}, {'name': 'Beachside Films', 'id': 56403}, {'name': 'Lichtblick Media GmbH', 'id': 65803}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",8/19/2016,0,89,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing rhymes with Germany,Morris from America,FALSE,6,37,$598.25 ,
Mortal Kombat,FALSE,"{'id': 9818, 'name': 'Mortal Kombat Collection', 'poster_path': '/nauCllomdtyciLCRcVrSJKcJQbn.jpg', 'backdrop_path': '/qD3efz57VGNywAN4lTvgz3FHnBb.jpg'}",18000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",,9312,tt0113855,en,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",10.870138,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/18/1995,122195920,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing In This World Has Prepared You For This.,Mortal Kombat,FALSE,5.4,452,$0.00 ,
Multiple Maniacs,FALSE,,5000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,25625,tt0067454,en,"A traveling sideshow called the Cavalcade of Perversion draws in and terrorizes unsuspecting spectators. The leader of the troupe of misfits is Lady Divine, who goes out for blood after discovering her lover's affair.",1.33737,/oYQZa8jitJ2wJfPx3CJ2vCABcU6.jpg,"[{'name': 'Dreamland Studios', 'id': 17405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/10/1970,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Multiple Maniacs,FALSE,6.1,20,$400.00 ,
My Cousin Rachel,FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,94529,tt0044937,en,"Olivia de Havilland and Richard Burton star in this adaptation of Daphne du Maurier's gothic novel. In a reversal of Jane Eyre, it is the hero who arrives at the home of a mysterious woman. Rachel (de Havilland) is the widow of a Cornish man of property (John Sutton), who died in suspicious circumstances. Philip Ashley Burton is the dead man's cousin, who in probing his relative's demise immediately suspects Rachel -- and goes on suspecting her even after he falls in love with her.",0.697959,/YJhtHJOkSHPHMIGSsEbt3ktHoe.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/1952,0,98,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,My Cousin Rachel,FALSE,5.4,4,"$4,965.25 ",
My Cousin Rachel,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.foxsearchlight.com/mycousinrachel/,413998,tt4411596,en,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",12.855228,/yz9Pnx5tbpZOHWsCD0LtoTCgmLi.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Free Range Films', 'id': 39509}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/8/2017,2676077,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,My Cousin Rachel,FALSE,5.7,91,"$4,965.25 ",
Night of the Living Dead,FALSE,"{'id': 261590, 'name': 'Living Dead Collection', 'poster_path': '/mSJ20RTWWgtt3aTyn1iwNZ9fbYl.jpg', 'backdrop_path': '/inPPfnJ9Wzc9rg1MpkPm0P3D9rJ.jpg'}",114000,"[{'id': 27, 'name': 'Horror'}]",,10331,tt0063350,en,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",14.384198,/faPfcZ181gWmCoMbal7bAXFPFh9.jpg,"[{'name': 'Laurel Group', 'id': 638}, {'name': 'Off Color Films', 'id': 3139}, {'name': 'Image Ten', 'id': 14121}, {'name': 'Market Square Productions', 'id': 14122}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/1/1968,30000000,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If it doesn't scare you, you're already dead!",Night of the Living Dead,FALSE,7.5,591,$240.00 ,
Night of the Living Dead,FALSE,,4200000,"[{'id': 27, 'name': 'Horror'}]",,19185,tt0100258,en,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",10.644165,/isp4lCv08asTPNvv8Xe8oQK293n.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '21st Century Film Corporation', 'id': 13282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/18/1990,5835247,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There IS a fate worse than death.,Night of the Living Dead,FALSE,6.7,198,$240.00 ,
No Man's Land,FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,34379,tt0093638,en,"A rookie cop goes undercover to infiltrate a gang of car thieves led by smooth and charming Ted. The rookie becomes too involved and starts to enjoy the thrill and lifestyle of the game, and becomes romanticly involved with the leaders sister.",2.406724,/eIkBNUmHLAe1rtn9lPXGgBYSaOC.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/23/1987,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,No Man's Land,FALSE,6.1,28,"$1,437.00 ",
No Man's Land,FALSE,,1012153,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",,8342,tt0283509,bs,"Two soldiers from opposite sites get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",5.0511,/xW8d8kveUwFQaxVPZRw2MTln7JA.jpg,"[{'name': 'Eurimages', 'id': 850}, {'name': 'TPS Cinéma', 'id': 884}, {'name': ""Man's Films"", 'id': 1016}, {'name': 'Counihan Villiers Productions', 'id': 2442}, {'name': 'Rai Cinema', 'id': 2683}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Télédistributeurs Wallons', 'id': 12024}, {'name': 'Noé Productions', 'id': 23433}, {'name': 'British Screen Finance Ltd', 'id': 25159}, {'name': 'Studio Maj', 'id': 49181}, {'name': 'Fabrica', 'id': 54378}, {'name': 'Foundation Montecinema Verità', 'id': 85739}, {'name': ""The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique"", 'id': 85740}, {'name': 'Slovenian Film Fund', 'id': 85741}, {'name': 'Multivision', 'id': 85742}, {'name': 'Canal + Belgique', 'id': 85743}, {'name': 'Fondazione MonteCinemaVerità Locarno', 'id': 85744}, {'name': 'Direction du Développement et de la Coopération (DDC), Département Fédéral des Affaires Etrangères', 'id': 85745}, {'name': 'The European Co-Production Fund Limited', 'id': 85746}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'BA', 'name': 'Bosnia and Herzegovina'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'SI', 'name': 'Slovenia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/8/2001,0,98,"[{'iso_639_1': 'bs', 'name': 'Bosanski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,No Man's Land,FALSE,7.4,104,"$1,437.00 ",
