,ID,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,BoxOfficeNew
378,0,"Samuel L. Jackson, James Baldwin, Martin Luther King, Malcolm X",Nominated for 1 Oscar. Another 25 wins & 45 nominations.,"$7,120,626 ","Switzerland, France, Belgium, USA",2-May-17,Raoul Peck,Documentary,"English, French",95,"Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.",https://m.media-amazon.com/images/M/MV5BZWIzYTIxYWYtMzk0MC00ODFlLTljZjItN2MzYmNhMjRlOTRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Magnolia Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",17-Feb-17,TRUE,93 min,I Am Not Your Negro,movie,http://www.iamnotyournegrofilm.com/,"James Baldwin (writings), Raoul Peck (scenario)",2016,tt5804038,7.8,"14,152",,7123919
381,0,"Dave Johns, Hayley Squires, Briana Shann, Dylan McKiernan",Won 1 BAFTA Film Award. Another 24 wins & 30 nominations.,"$252,282 ","UK, France, Belgium",16-Jan-18,"Ken Loach, Laura Obiols",Drama,English,78,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_SX300.jpg,Sundance Selects,R,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",9-Jun-17,TRUE,100 min,"I, Daniel Blake",movie,http://www.idanielblake.co.uk/,Paul Laverty (screenplay),2016,tt5168192,7.9,"45,186",,
384,0,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson",Nominated for 3 Oscars. Another 31 wins & 109 nominations.,"$28,950,158 ","UK, USA, Qatar",13-Mar-18,Craig Gillespie,"Biography, Comedy, Drama, Sport",English,77,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_SX300.jpg,NEON,R,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",19-Jan-18,TRUE,120 min,"I, Tonya",movie,http://www.itonyamovie.com/,Steven Rogers,2017,tt5580036,7.5,"147,538",,
387,0,"KiKi Layne, Stephan James, Regina King, Teyonah Parris",,,USA,,Barry Jenkins,"Drama, Romance","English, Spanish",87,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,https://m.media-amazon.com/images/M/MV5BZWVkMzY5NzgtMTdlNS00NjY5LThjOTktZWFkNDU3NmQzMDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,Annapurna Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",25-Dec-18,TRUE,119 min,If Beale Street Could Talk,movie,http://bealestreet.movie/,"Barry Jenkins (written for the screen by), James Baldwin (based on the book by)",2018,tt7125860,7.2,"28,831",,14915773
390,0,"Numan Acar, Adam Bousdoukos, Diane Kruger, Denis Moschitto",Won 1 Golden Globe. Another 13 wins & 17 nominations.,,"Germany, France, Italy",,Fatih Akin,"Crime, Drama, Thriller","German, Greek, English, Turkish",65,"Katja's life collapses after the death of her husband and son in a bomb attack. After a time of mourning and injustice, Katja seeks revenge.",https://m.media-amazon.com/images/M/MV5BODc2NTkyZjEtMTYxNC00YTJmLTgzZjMtNTVmOTZmNDBhMjQ5XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",27-Dec-17,TRUE,106 min,In the Fade,movie,,"Fatih Akin (written for screen by), Hark Bohm (author)",2017,tt5723272,7.1,"23,139",,321011
392,0,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody",Won 1 Oscar. Another 6 wins & 20 nominations.,,USA,21-Oct-03,Steven Spielberg,"Action, Adventure","English, German, Greek, Arabic",65,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Paramount Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",24-May-89,TRUE,127 min,Indiana Jones and the Last Crusade,movie,http://www.indianajones.com/,"Jeffrey Boam (screenplay), George Lucas (story), Menno Meyjes (story), George Lucas (characters), Philip Kaufman (characters)",1989,tt0097576,8.2,"642,089",,197171806
395,0,"Tijuana Ricks, Sue Dahlman, Jason Jiang, Logan Lerman",4 nominations.,"$3,399,841 ","USA, China",8-Nov-16,James Schamus,"Drama, Romance","English, Hebrew",78,"In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",https://m.media-amazon.com/images/M/MV5BMjIyNDg4OTYwOF5BMl5BanBnXkFtZTgwOTQ3ODgwOTE@._V1_SX300.jpg,Likely Story,R,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",11-Aug-16,TRUE,110 min,Indignation,movie,http://indignationfilm.com/,"Philip Roth (based on the novel by), James Schamus (written for the screen by)",2016,tt4193394,6.7,"10,720",,3401155
398,0,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban",2 wins.,,"Germany, USA",17-Jul-18,Wes Anderson,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi","English, Japanese",82,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",https://m.media-amazon.com/images/M/MV5BMTYyOTUwNjAxM15BMl5BanBnXkFtZTgwODcyMzE0NDM@._V1_SX300.jpg,Scott Rudin Productions,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",13-Apr-18,TRUE,101 min,Isle of Dogs,movie,http://www.foxmovies-jp.com/inugashima/,"Wes Anderson (story by), Roman Coppola (story by), Jason Schwartzman (story by), Kunichi Nomura (story by), Wes Anderson (screenplay by)",2018,tt5104604,7.9,"113,584",,32015231
401,0,"María Mercedes Coroy, María Telón, Manuel Antún, Justo Lorenzo",21 wins & 20 nominations.,"$292,923 ","Guatemala, France",17-Jan-17,Jayro Bustamante,Drama,"Maya, Spanish",83,"On the slopes of an active volcano in Guatemala, a marriage is arranged for seventeen-year-old María by her Kaqchikel parents.",https://m.media-amazon.com/images/M/MV5BMTUyMjUwMDk2NV5BMl5BanBnXkFtZTgwMzU4NTUzOTE@._V1_SX300.jpg,La Casa de Production,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",25-Nov-15,TRUE,93 min,Ixcanul,movie,,Jayro Bustamante,2015,tt4135844,7.1,"2,377",,295157
404,0,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup",Nominated for 3 Oscars. Another 42 wins & 158 nominations.,"$13,958,679 ","USA, France, Chile, China, Germany, UK",7-Mar-17,Pablo Larraín,"Biography, Drama, History","English, Spanish",81,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.",https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,Fox Searchlight Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",2-Dec-16,TRUE,100 min,Jackie,movie,,Noah Oppenheim,2016,tt1619029,6.7,"67,117",,13960394
407,0,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young",1 win & 7 nominations.,,USA,15-Jan-99,Joseph Sargent,"Adventure, Horror, Thriller",English,15,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,https://m.media-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '2.9/10'}",17-Jul-87,TRUE,89 min,Jaws: The Revenge,movie,,"Peter Benchley (characters), Michael De Guzman",1987,tt0093300,2.9,"37,984",,20763013
410,0,"Jimi Hendrix, Bob Merlis, Billy Cox, Susan Tedeschi",,,USA,,John McDermott,Documentary,English,,"Documentary about Jimi Hendrix historic July 4, 1970 performance in front of over 300,000 US fans.",https://m.media-amazon.com/images/M/MV5BNmQwMzIxZDAtNTc2Ni00Nzg0LThiMDQtMzBlYWI1MjQzZWJhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,Abramorama,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",15-Jan-17,TRUE,89 min,Jimi Hendrix Electric Church,movie,http://jimihendrixelectricchurch.com,,2015,tt5217608,7.5,154,,
411,0,"Chris O'Dowd, Rose Byrne, Kitty O'Beirne, Alex Clatworthy",,,"USA, UK",13-Nov-18,Jesse Peretz,"Comedy, Drama, Music, Romance",English,67,"Juliet, Naked is the story of Annie (the long-suffering girlfriend of Duncan) and her unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.",https://m.media-amazon.com/images/M/MV5BMTk3OTE3ODg1Ml5BMl5BanBnXkFtZTgwMTI4NTE4NTM@._V1_SX300.jpg,Lionsgate and Roadside Attractions,R,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",17-Aug-18,TRUE,97 min,"Juliet, Naked",movie,http://www.julietnakedfilm.com/,"Evgenia Peretz (screenplay by), Jim Taylor (screenplay by), Tamara Jenkins (screenplay by), Nick Hornby (based on the novel by)",2018,tt5607096,6.6,"13,367",,
414,0,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",Won 3 Oscars. Another 32 wins & 25 nominations.,"$45,299,680 ",USA,10-Oct-00,Steven Spielberg,"Action, Adventure, Sci-Fi, Thriller","English, Spanish",68,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,Universal City Studios,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",11-Jun-93,TRUE,127 min,Jurassic Park,movie,http://www.jurassicpark.com/maingate_flash.html,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)",1993,tt0107290,8.1,"792,468",,181171875
417,0,,1 win & 1 nomination.,,USA,,Iara Lee,Documentary,"English, Urdu",,The film is about the lives of porters that assist mountain expeditions and carry their luggage along the route.,https://m.media-amazon.com/images/M/MV5BMTA2MjIxMzM5ODReQTJeQWpwZ15BbWU4MDI2MzIyODcx._V1_SX300.jpg,,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",23-Jan-19,TRUE,54 min,K2 and the Invisible Footmen,movie,,,2015,tt4838614,7.5,63,,
418,0,"Yaman Barlas, Sari, Arzu Göl, Kemal Suncu",4 wins & 19 nominations.,,"Turkey, USA",,Ceyda Torun,Documentary,Turkish,78,"A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",https://m.media-amazon.com/images/M/MV5BMjEwNTM2NDE0Nl5BMl5BanBnXkFtZTgwMzMzNTc4MDI@._V1_SX300.jpg,,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",10-Feb-17,TRUE,79 min,Kedi,movie,,,2016,tt4420704,7.7,"11,234",,2835047
420,0,Csanad Szegedi,3 nominations.,"$50,451 ","UK, Hungary",,"Sam Blair, Joe Martin",Documentary,"English, Hungarian, German",76,An anti-Semitic far-right politician's astonishing transformation after finding out he is Jewish.,https://m.media-amazon.com/images/M/MV5BMzY1ZTlmMjQtYjJkYS00ZmYyLTkwNGEtMjg3ODI4MWQ0YzRlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,Kino Lorber,,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",14-Apr-16,TRUE,90 min,Keep Quiet,movie,http://keepquietmovie.com/,,2016,tt4789160,6.8,298,,50451
423,0,"Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda",4 wins.,,Japan,8-May-07,Hayao Miyazaki,"Animation, Adventure, Drama, Family, Fantasy","Japanese, English",83,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",https://m.media-amazon.com/images/M/MV5BOTc0ODM1Njk1NF5BMl5BanBnXkFtZTcwMDI5OTEyNw@@._V1_SX300.jpg,,G,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",20-Dec-90,TRUE,103 min,Kiki's Delivery Service,movie,,"Eiko Kadono (novel), Hayao Miyazaki (screenplay)",1989,tt0097814,7.9,"101,605",,1004057
425,0,"Henry G. Sanders, Kaycee Moore, Charles Bracy, Angela Burnett",3 wins & 3 nominations.,,USA,13-Nov-07,Charles Burnett,Drama,English,95,"Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",https://m.media-amazon.com/images/M/MV5BMTYwNjI3Mzk3Ml5BMl5BanBnXkFtZTYwMDQ0NjY3._V1_SX300.jpg,Milestone Film,,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",14-Nov-78,TRUE,80 min,Killer of Sheep,movie,,Charles Burnett,1978,tt0076263,7.3,"5,545",,404508
428,0,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Nominated for 1 BAFTA Film Award. Another 3 nominations.,,"UK, USA",12-Oct-99,Jim Henson,"Adventure, Family, Fantasy, Musical",English,50,A 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.,https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",27-Jun-86,TRUE,101 min,Labyrinth,movie,,"Dennis Lee (story by), Jim Henson (story by), Terry Jones (screenplay by)",1986,tt0091369,7.4,"114,270",,32305
431,0,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Nominated for 5 Oscars. Another 102 wins & 191 nominations.,"$48,285,330 ",USA,6-Mar-18,Greta Gerwig,"Comedy, Drama","English, Spanish",94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,A24,R,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",1-Dec-17,TRUE,94 min,Lady Bird,movie,http://ladybird.movie/,Greta Gerwig,2017,tt4925292,7.4,"183,698",,48958273
434,0,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,"$1,128,187 ",UK,17-Oct-17,William Oldroyd,"Drama, Romance",English,76,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,Roadside Attractions,R,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",14-Jul-17,TRUE,89 min,Lady Macbeth,movie,http://www.ladymacbethfilm.com/,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch",2016,tt4291600,6.8,"15,649",,1129408
437,0,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",1 nomination.,,USA,4-Apr-17,Gillian Robespierre,"Comedy, Drama",English,66,"In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",https://m.media-amazon.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,Magnolia Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",21-Jul-17,TRUE,97 min,Landline,movie,,"Elisabeth Holm (story by), Gillian Robespierre (story by), Tom Bean (story by), Elisabeth Holm (screenplay by), Gillian Robespierre (screenplay by)",2017,tt5737862,6.4,"3,635",,940854
439,0,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",,,USA,6-Sep-19,Nisha Ganatra,"Comedy, Drama",English,71,A late night talk show host suspects that she may soon lose her long-running show.,https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,Amazon Studios,R,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",14-Jun-19,TRUE,102 min,Late Night,movie,https://www.facebook.com/latenightthemovie,Mindy Kaling (screenplay by),2019,tt6107548,6.5,"4,647",,15499454
442,0,"Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi",7 wins & 3 nominations.,,UK,10-Jul-18,Andrew Haigh,"Adventure, Drama","English, Spanish",80,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",6-Apr-18,TRUE,121 min,Lean on Pete,movie,https://a24films.com/films/lean-on-pete,"Andrew Haigh, Willy Vlautin (based on the novel by)",2017,tt5340300,7.2,"8,882",,1163056
445,0,"Andy Goldsworthy, Holly Goldsworthy",2 nominations.,,"UK, Germany",,Thomas Riedelsheimer,Documentary,"English, Portuguese, French",76,"Leaning into the Wind follows artist Andy Goldsworthy on his exploration of the world and himself through ephemeral and permanent workings on the landscape, cities and with his own body.",https://m.media-amazon.com/images/M/MV5BNjkxYWE0ODgtNmY5MC00OWE4LWFiNWYtZmZhN2Y5ZWZkZmY4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,Magnolia Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",11-Oct-18,TRUE,97 min,Leaning Into the Wind: Andy Goldsworthy,movie,https://www.leaningintothewindfilm.com/,,2017,tt6263828,6.4,207,,
448,0,"Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",1 win & 6 nominations.,,USA,,Janicza Bravo,"Comedy, Drama",English,59,A man watches his life unravel after he is left by his girlfriend of 10 years.,https://m.media-amazon.com/images/M/MV5BMjE5NzkxMDE5NF5BMl5BanBnXkFtZTgwODM0MDQ4MjI@._V1_SX300.jpg,,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",18-Aug-17,TRUE,83 min,Lemon,movie,,"Janicza Bravo, Brett Gelman",2017,tt5973364,4.6,"1,310",,29258
450,0,"Elina Löwensohn, Stéphane Ferrara, Bernie Bonvoisin, Michelangelo Marchese",1 nomination.,,"France, Belgium",,"Hélène Cattet, Bruno Forzani",Thriller,French,62,"A grizzled thug and his gang head to an island retreat with a haul of 250 kilograms of gold bullion to lay low; however, a bohemian writer, his muse, and a pair of gendarmes further complicate things, as allegiances are put to the test.",https://m.media-amazon.com/images/M/MV5BYTM0Yzk3ZDctMmQxMS00MTI3LThiNTgtYTFiNzg1ZjA3ZDllXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,,Unrated,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",31-Aug-18,TRUE,92 min,Let the Corpses Tan,movie,,"Hélène Cattet, Bruno Forzani, Jean-Patrick Manchette (novel), Jean-Pierre Bastid (novel)",2017,tt5827212,6.2,"1,941",,93409
452,0,"Owen Suskind, Ron Suskind, Cornelia Suskind, Walter Suskind",Nominated for 1 Oscar. Another 13 wins & 23 nominations.,"$244,031 ",USA,11-Oct-16,Roger Ross Williams,"Documentary, Comedy, Drama, Family, Fantasy, Romance",English,75,"A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",https://m.media-amazon.com/images/M/MV5BMTcwNTMzODI4Nl5BMl5BanBnXkFtZTgwMjM2NTQxOTE@._V1_SX300.jpg,A&amp;E IndieFilms,PG,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",20-Oct-16,TRUE,92 min,"Life, Animated",movie,http://www.lifeanimateddoc.com/,"Ron Suskind (based on the book by), Emily Hubley (animation writer), Kate Rose (transcripts), Joyzel Acevedo (transcripts), Florence Goupil (translator), Owen Suskind",2016,tt3917210,7.5,"5,122",,
455,0,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki",Nominated for 6 Oscars. Another 49 wins & 80 nominations.,"$51,694,854 ","UK, Australia, USA",11-Apr-17,Garth Davis,"Biography, Drama","English, Hindi, Bengali",69,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",6-Jan-17,TRUE,118 min,Lion,movie,http://lionmovie.com/,"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)",2016,tt3741834,8,"186,039",,
458,0,"Theo Taplitz, John Procaccino, Ching Valdes-Aran, Stan Carp",1 win & 15 nominations.,"$702,191 ","USA, Greece, Brazil",13-Dec-16,Ira Sachs,Drama,"English, Spanish",86,A new pair of best friends have their bond tested by their parents' battle over a dress shop lease.,https://m.media-amazon.com/images/M/MV5BMTkwOTIwNjk2Nl5BMl5BanBnXkFtZTgwOTg4OTk4ODE@._V1_SX300.jpg,Race Point Films,PG,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",4-May-17,TRUE,85 min,Little Men,movie,http://www.littlemenfilm.com/,"Mauricio Zacharias, Ira Sachs",2016,tt4919484,6.7,"6,156",,702537
