,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
2,"Annette Bening, Jamie Bell, Kenneth Cranham, Julie Walters",Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,N/A,UK,24-Apr-18,Paul McGuigan,"Biography, Drama, Romance",English,65,A romance sparks between a young actor and a Hollywood leading lady.,https://m.media-amazon.com/images/M/MV5BMTE0MDQxODg2NTJeQTJeQWpwZ15BbWU4MDIwODkyMjQz._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Metacritic', 'Value': '65/100'}",16-Nov-17,TRUE,105 min,Film Stars Don't Die in Liverpool,movie,http://sonyclassics.com/filmstarsdontdieinliverpool/,"Matt Greenhalgh (screenplay), Peter Turner (based on the memoir by)",2017,tt5711148,6.7,"6,869",
0,"Leon Vitali, Ryan O'Neal, Brian Capron, Mike Alfreds",1 nomination.,N/A,USA,N/A,Tony Zierra,"Documentary, Biography",English,73,A documentary about how English actor Leon Vitali came to work as an assistant to American filmmaker Stanley Kubrick for over 30 years.,https://m.media-amazon.com/images/M/MV5BNTgwNzIxNmUtMTZiMi00MzJlLTk4ZmQtY2E0YjRmMWNkOTlhXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,Kino Lorber,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",1-Nov-19,TRUE,94 min,Filmworker,movie,http://filmworker.com/,N/A,2017,tt6851066,7.5,"1,930",
1,"Leon Vitali, Ryan O'Neal, Brian Capron, Mike Alfreds",1 nomination.,N/A,USA,N/A,Tony Zierra,"Documentary, Biography",English,73,A documentary about how English actor Leon Vitali came to work as an assistant to American filmmaker Stanley Kubrick for over 30 years.,https://m.media-amazon.com/images/M/MV5BNTgwNzIxNmUtMTZiMi00MzJlLTk4ZmQtY2E0YjRmMWNkOTlhXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,Kino Lorber,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '95%'}",1-Nov-19,TRUE,94 min,Filmworker,movie,http://filmworker.com/,N/A,2017,tt6851066,7.5,"1,930",
2,"Leon Vitali, Ryan O'Neal, Brian Capron, Mike Alfreds",1 nomination.,N/A,USA,N/A,Tony Zierra,"Documentary, Biography",English,73,A documentary about how English actor Leon Vitali came to work as an assistant to American filmmaker Stanley Kubrick for over 30 years.,https://m.media-amazon.com/images/M/MV5BNTgwNzIxNmUtMTZiMi00MzJlLTk4ZmQtY2E0YjRmMWNkOTlhXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,Kino Lorber,Not Rated,"{'Source': 'Metacritic', 'Value': '73/100'}",1-Nov-19,TRUE,94 min,Filmworker,movie,http://filmworker.com/,N/A,2017,tt6851066,7.5,"1,930",
0,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",N/A,N/A,"USA, Japan",22-Jan-19,Damien Chazelle,"Biography, Drama, History",English,84,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",12-Oct-18,TRUE,141 min,First Man,movie,http://www.firstman.com,"Josh Singer (screenplay by), James R. Hansen (based on the book by)",2018,tt1213641,7.3,"131,101",
1,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",N/A,N/A,"USA, Japan",22-Jan-19,Damien Chazelle,"Biography, Drama, History",English,84,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '87%'}",12-Oct-18,TRUE,141 min,First Man,movie,http://www.firstman.com,"Josh Singer (screenplay by), James R. Hansen (based on the book by)",2018,tt1213641,7.3,"131,101",
2,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",N/A,N/A,"USA, Japan",22-Jan-19,Damien Chazelle,"Biography, Drama, History",English,84,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Metacritic', 'Value': '84/100'}",12-Oct-18,TRUE,141 min,First Man,movie,http://www.firstman.com,"Josh Singer (screenplay by), James R. Hansen (based on the book by)",2018,tt1213641,7.3,"131,101",
0,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",1 win & 1 nomination.,N/A,"USA, UK, Australia",21-Aug-18,Paul Schrader,"Drama, Mystery, Thriller",English,85,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",https://m.media-amazon.com/images/M/MV5BZDI1MGIyZDMtYjAyMy00ZWE1LTgzYjctYzM5MzczNjFjZWQwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_SX300.jpg,A24,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",18-May-18,TRUE,113 min,First Reformed,movie,N/A,Paul Schrader,2017,tt6053438,7.1,"36,364",
1,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",1 win & 1 nomination.,N/A,"USA, UK, Australia",21-Aug-18,Paul Schrader,"Drama, Mystery, Thriller",English,85,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",https://m.media-amazon.com/images/M/MV5BZDI1MGIyZDMtYjAyMy00ZWE1LTgzYjctYzM5MzczNjFjZWQwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_SX300.jpg,A24,R,"{'Source': 'Rotten Tomatoes', 'Value': '93%'}",18-May-18,TRUE,113 min,First Reformed,movie,N/A,Paul Schrader,2017,tt6053438,7.1,"36,364",
2,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",1 win & 1 nomination.,N/A,"USA, UK, Australia",21-Aug-18,Paul Schrader,"Drama, Mystery, Thriller",English,85,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",https://m.media-amazon.com/images/M/MV5BZDI1MGIyZDMtYjAyMy00ZWE1LTgzYjctYzM5MzczNjFjZWQwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_SX300.jpg,A24,R,"{'Source': 'Metacritic', 'Value': '85/100'}",18-May-18,TRUE,113 min,First Reformed,movie,N/A,Paul Schrader,2017,tt6053438,7.1,"36,364",
0,"Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",Won 1 Oscar. Another 10 wins & 14 nominations.,N/A,USA,8-Oct-02,Adrian Lyne,"Drama, Music, Romance",English,39,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,https://m.media-amazon.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1_SX300.jpg,Paramount Home Video,R,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",15-Apr-83,TRUE,95 min,Flashdance,movie,N/A,"Thomas Hedley Jr. (screenplay), Joe Eszterhas (screenplay), Thomas Hedley Jr. (story)",1983,tt0085549,6.2,"43,444",
1,"Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",Won 1 Oscar. Another 10 wins & 14 nominations.,N/A,USA,8-Oct-02,Adrian Lyne,"Drama, Music, Romance",English,39,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,https://m.media-amazon.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1_SX300.jpg,Paramount Home Video,R,"{'Source': 'Rotten Tomatoes', 'Value': '35%'}",15-Apr-83,TRUE,95 min,Flashdance,movie,N/A,"Thomas Hedley Jr. (screenplay), Joe Eszterhas (screenplay), Thomas Hedley Jr. (story)",1983,tt0085549,6.2,"43,444",
2,"Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",Won 1 Oscar. Another 10 wins & 14 nominations.,N/A,USA,8-Oct-02,Adrian Lyne,"Drama, Music, Romance",English,39,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,https://m.media-amazon.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1_SX300.jpg,Paramount Home Video,R,"{'Source': 'Metacritic', 'Value': '39/100'}",15-Apr-83,TRUE,95 min,Flashdance,movie,N/A,"Thomas Hedley Jr. (screenplay), Joe Eszterhas (screenplay), Thomas Hedley Jr. (story)",1983,tt0085549,6.2,"43,444",
0,"Ennosuke Ichikawa IV, Kiichi Nakai, Mansai Nomura, Kuranosuke Sasaki",1 nomination.,N/A,Japan,N/A,Tetsuo Shinohara,Drama,Japanese,N/A,"How about conducting battle, but with flowers in lieu of weapons? There were monks who did ikebana, or Japanese flower arrangement, following a war. There was once an actually famous monk ...",https://ia.media-imdb.com/images/M/MV5BZGMxODQzN2ItYWQzMS00Zjg0LTgwM2MtM2U3MWI0OTc4NmEzXkEyXkFqcGdeQXVyNTE0NzEzOTc@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",3-Jun-17,TRUE,127 min,Flower and Sword,movie,N/A,"Tadashi Onitsuka (based on the novel by), Yoshiko Morishita (screenplay)",2017,tt5493172,6.5,30,
0,"Riccardo Leonelli, Agnieszka Grochowska, Agata Buzek, Weronika Rosati",3 nominations.,N/A,"Poland, Italy, Russia",N/A,Krzysztof Zanussi,"Drama, Romance","Polish, English, Italian, Russian",N/A,Angelo and Kasia met in Italy in the Focolare Movement where their love and faith in God brought them together. Their relationship's in broken by the girl's return to Poland and her ...,https://m.media-amazon.com/images/M/MV5BNDQ1NGFiMGMtY2YxYy00OTBlLTk5M2YtYTg2M2MwZmE5NmJjXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",5-Dec-14,TRUE,117 min,Foreign Body,movie,N/A,"Krzysztof Zanussi (script by), Krzysztof Zanussi",2014,tt3997248,4.6,229,
0,"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber",4 wins & 33 nominations.,"$880,474 ","France, Germany",13-Jun-18,François Ozon,"Drama, History, Romance, War","French, German",73,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",https://m.media-amazon.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,Music Box Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",15-Mar-17,TRUE,113 min,Frantz,movie,http://www.musicboxfilms.com/frantz,"François Ozon (scenario), Philippe Piazzo (in collaboration with), Ernst Lubitsch (movie ""Broken Lullaby"")",2016,tt5029608,7.5,"10,975",
1,"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber",4 wins & 33 nominations.,"$880,474 ","France, Germany",13-Jun-18,François Ozon,"Drama, History, Romance, War","French, German",73,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",https://m.media-amazon.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,Music Box Films,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '91%'}",15-Mar-17,TRUE,113 min,Frantz,movie,http://www.musicboxfilms.com/frantz,"François Ozon (scenario), Philippe Piazzo (in collaboration with), Ernst Lubitsch (movie ""Broken Lullaby"")",2016,tt5029608,7.5,"10,975",
2,"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber",4 wins & 33 nominations.,"$880,474 ","France, Germany",13-Jun-18,François Ozon,"Drama, History, Romance, War","French, German",73,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",https://m.media-amazon.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,Music Box Films,PG-13,"{'Source': 'Metacritic', 'Value': '73/100'}",15-Mar-17,TRUE,113 min,Frantz,movie,http://www.musicboxfilms.com/frantz,"François Ozon (scenario), Philippe Piazzo (in collaboration with), Ernst Lubitsch (movie ""Broken Lullaby"")",2016,tt5029608,7.5,"10,975",
0,"Alex Honnold, Tommy Caldwell, Jimmy Chin, Cheyne Lempe",N/A,N/A,USA,12-Feb-19,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Documentary, Sport",English,83,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",14-Dec-18,TRUE,100 min,Free Solo,movie,http://www.nationalgeographic.com/films/free-solo/,N/A,2018,tt7775622,8.2,"38,416",
1,"Alex Honnold, Tommy Caldwell, Jimmy Chin, Cheyne Lempe",N/A,N/A,USA,12-Feb-19,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Documentary, Sport",English,83,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",14-Dec-18,TRUE,100 min,Free Solo,movie,http://www.nationalgeographic.com/films/free-solo/,N/A,2018,tt7775622,8.2,"38,416",
2,"Alex Honnold, Tommy Caldwell, Jimmy Chin, Cheyne Lempe",N/A,N/A,USA,12-Feb-19,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Documentary, Sport",English,83,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Metacritic', 'Value': '83/100'}",14-Dec-18,TRUE,100 min,Free Solo,movie,http://www.nationalgeographic.com/films/free-solo/,N/A,2018,tt7775622,8.2,"38,416",
0,"Duane Jones, Marlene Clark, Bill Gunn, Sam L. Waymon",N/A,N/A,USA,14-Jul-98,Bill Gunn,"Drama, Fantasy, Horror",English,N/A,"After being stabbed with an ancient, germ-infested knife, a doctor's assistant finds himself with an insatiable desire for blood.",https://m.media-amazon.com/images/M/MV5BMTgxNjI5OTI1NF5BMl5BanBnXkFtZTgwNTI2OTY0NTM@._V1_SX300.jpg,Kelly/Jordan Enterprises,R,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",20-Apr-73,TRUE,110 min,Ganja & Hess,movie,N/A,Bill Gunn,1973,tt0068619,6.2,999,
1,"Duane Jones, Marlene Clark, Bill Gunn, Sam L. Waymon",N/A,N/A,USA,14-Jul-98,Bill Gunn,"Drama, Fantasy, Horror",English,N/A,"After being stabbed with an ancient, germ-infested knife, a doctor's assistant finds himself with an insatiable desire for blood.",https://m.media-amazon.com/images/M/MV5BMTgxNjI5OTI1NF5BMl5BanBnXkFtZTgwNTI2OTY0NTM@._V1_SX300.jpg,Kelly/Jordan Enterprises,R,"{'Source': 'Rotten Tomatoes', 'Value': '86%'}",20-Apr-73,TRUE,110 min,Ganja & Hess,movie,N/A,Bill Gunn,1973,tt0068619,6.2,999,
0,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",Nominated for 1 Oscar. Another 6 wins & 14 nominations.,N/A,USA,5-May-98,Andrew Niccol,"Drama, Sci-Fi, Thriller","English, Esperanto",64,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",24-Oct-97,TRUE,106 min,Gattaca,movie,N/A,Andrew Niccol,1997,tt0119177,7.8,"263,345",
1,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",Nominated for 1 Oscar. Another 6 wins & 14 nominations.,N/A,USA,5-May-98,Andrew Niccol,"Drama, Sci-Fi, Thriller","English, Esperanto",64,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '82%'}",24-Oct-97,TRUE,106 min,Gattaca,movie,N/A,Andrew Niccol,1997,tt0119177,7.8,"263,345",
2,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",Nominated for 1 Oscar. Another 6 wins & 14 nominations.,N/A,USA,5-May-98,Andrew Niccol,"Drama, Sci-Fi, Thriller","English, Esperanto",64,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,"{'Source': 'Metacritic', 'Value': '64/100'}",24-Oct-97,TRUE,106 min,Gattaca,movie,N/A,Andrew Niccol,1997,tt0119177,7.8,"263,345",
0,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",Won 1 Oscar. Another 122 wins & 181 nominations.,"$175,428,355 ","USA, Japan",23-May-17,Jordan Peele,"Horror, Mystery, Thriller",English,84,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,Universal Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",24-Feb-17,TRUE,104 min,Get Out,movie,http://www.getoutfilm.com/,Jordan Peele,2017,tt5052448,7.7,"416,862",
1,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",Won 1 Oscar. Another 122 wins & 181 nominations.,"$175,428,355 ","USA, Japan",23-May-17,Jordan Peele,"Horror, Mystery, Thriller",English,84,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,Universal Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '98%'}",24-Feb-17,TRUE,104 min,Get Out,movie,http://www.getoutfilm.com/,Jordan Peele,2017,tt5052448,7.7,"416,862",
2,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",Won 1 Oscar. Another 122 wins & 181 nominations.,"$175,428,355 ","USA, Japan",23-May-17,Jordan Peele,"Horror, Mystery, Thriller",English,84,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,Universal Pictures,R,"{'Source': 'Metacritic', 'Value': '84/100'}",24-Feb-17,TRUE,104 min,Get Out,movie,http://www.getoutfilm.com/,Jordan Peele,2017,tt5052448,7.7,"416,862",
0,"Andy Nyman, Martin Freeman, Paul Whitehouse, Alex Lawther",N/A,N/A,UK,4-Sep-18,"Jeremy Dyson, Andy Nyman","Drama, Horror",English,68,Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,IFC Midnight,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",20-Apr-18,TRUE,98 min,Ghost Stories,movie,N/A,"Jeremy Dyson, Andy Nyman, Jeremy Dyson (stage play), Andy Nyman (stage play)",2017,tt5516328,6.4,"24,804",
1,"Andy Nyman, Martin Freeman, Paul Whitehouse, Alex Lawther",N/A,N/A,UK,4-Sep-18,"Jeremy Dyson, Andy Nyman","Drama, Horror",English,68,Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,IFC Midnight,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '83%'}",20-Apr-18,TRUE,98 min,Ghost Stories,movie,N/A,"Jeremy Dyson, Andy Nyman, Jeremy Dyson (stage play), Andy Nyman (stage play)",2017,tt5516328,6.4,"24,804",
2,"Andy Nyman, Martin Freeman, Paul Whitehouse, Alex Lawther",N/A,N/A,UK,4-Sep-18,"Jeremy Dyson, Andy Nyman","Drama, Horror",English,68,Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,IFC Midnight,Not Rated,"{'Source': 'Metacritic', 'Value': '68/100'}",20-Apr-18,TRUE,98 min,Ghost Stories,movie,N/A,"Jeremy Dyson, Andy Nyman, Jeremy Dyson (stage play), Andy Nyman (stage play)",2017,tt5516328,6.4,"24,804",
0,"Josh Wiggins, Darren Mann, Taylor Hickson, Maria Bello",N/A,N/A,Canada,N/A,Keith Behrman,Drama,English,67,"Two popular teen boys, best friends since childhood, discover their lives, families, and girlfriends dramatically upended after an unexpected incident occurs on the night of a 17th birthday party.",https://m.media-amazon.com/images/M/MV5BZTEzOTY4YTUtYjZjZC00Mjc0LTlmMzMtM2Q4N2YyNWVmM2EzXkEyXkFqcGdeQXVyODk0OTcwMTk@._V1_SX300.jpg,N/A,R,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",3-Jan-19,TRUE,93 min,Giant Little Ones,movie,N/A,Keith Behrman,2018,tt4481066,7.2,"2,330",
1,"Josh Wiggins, Darren Mann, Taylor Hickson, Maria Bello",N/A,N/A,Canada,N/A,Keith Behrman,Drama,English,67,"Two popular teen boys, best friends since childhood, discover their lives, families, and girlfriends dramatically upended after an unexpected incident occurs on the night of a 17th birthday party.",https://m.media-amazon.com/images/M/MV5BZTEzOTY4YTUtYjZjZC00Mjc0LTlmMzMtM2Q4N2YyNWVmM2EzXkEyXkFqcGdeQXVyODk0OTcwMTk@._V1_SX300.jpg,N/A,R,"{'Source': 'Metacritic', 'Value': '67/100'}",3-Jan-19,TRUE,93 min,Giant Little Ones,movie,N/A,Keith Behrman,2018,tt4481066,7.2,"2,330",
